"","A-1155463","A-1210477","A-1331852","Afatinib","Alectinib","AMG-232","APR-246","Axitinib","Bortezomib","Busulfan","Cabozantinib","Ceritinib","Chloroquine","Cisplatin","Cobimetinib","Crizotinib","Cytarabine","Dabrafenib","Dactinomycin","Dasatinib","Daunorubicin","Decitabine","Doxorubicin","Entinostat","Entrectinib","Erlotinib","Etoposide","Everolimus","Foretinib","Gemcitabine","I-BET151","Idasanutlin","Imatinib","Irinotecan","Lapatinib","Larotrectinib","Lorlatinib","Melphalan","Mercaptopurine","Merestinib","Methotrexate","Mitoxantrone","Navitoclax","Nilotinib","Olaparib","Paclitaxel","Palbociclib","Panobinostat","Pazopanib","Ponatinib","Rapamycin (Sirolimus)","Ribociclib","Ruxolitinib","Selinexor","Selitrectinib","Selumetinib","Sorafenib","Staurosporine_drug","Sunitinib","Talazoparib","Tazemetostat","Temozolomide","Temsirolimus","Thioguanine","Thiotepa","Topotecan","Trametinib","Valproic acid","Vandetanib","Vemurafenib","Venetoclax","Vinblastine","Vincristine","Vinorelbine","Vismodegib","Volasertib","Vorinostat"
"INF_R_1139_0T1_V1_DS1",15.777728292,0.120519953000001,10.517068355,0.05734063,0.00650814,20.786840428,-0.113952627,2.232064945,1.400771729,0,-0.422815526,6.03468304,5.99505745,2.138932851,-9.568239753,-1.085331503,4.407595009,0.796564647,21.816242792,-5.79206083,4.640551566,-0.013663144,7.94115563,1.184292325,0.979632935,-0.598407008,5.413292497,3.858428157,3.113157894,9.239814457,1.842338159,18.335881941,-0.334185437,6.717291794,-0.002368535,-0.10843724,-2.389437803,-0.186096797,0,2.079150254,-0.368805247,6.132055365,22.355905218,0.69881416,-1.506512469,12.951613537,0.26405308,-1.060325855,0.394483848,4.131417926,2.576716607,2.850197235,-0.0393886490000001,8.51516616,NA,-1.665762702,0.099698667,8.084535274,-2.273330385,9.418650166,-0.04645581,0,8.208161821,1.517775453,-0.078678951,14.529842819,-14.186829386,0,1.179405161,0,0.908493795,0.848983149,6.711621539,-2.38116456,0,1.02727896,3.351323491
"INF_R_2038_0T1_V1_DS1",-1.051410873,4.755969773,-3.11506986,0,0,11.582953768,-0.139456867,1.16963566,-20.870316106,0,-0.561523551,3.18377663,5.422879955,-5.547696459,-8.734483338,-1.492231003,-2.469095436,-0.054198148,7.761720677,-3.831186925,1.605665721,-0.013663144,1.749715565,-6.58909529,-0.234282155,2.027880722,-1.513581533,-3.592694138,-1.860852401,-1.569526948,3.758993864,1.908208506,-0.645404907,-1.373717641,-0.002368535,-0.10843724,-2.594886733,-0.186096797,0,-4.399109746,-0.368805247,-1.464938035,9.786035728,-0.00993005,-1.506512469,-2.012338843,-0.43006096,-13.24551189,-1.603858587,-0.405105584,-5.257485218,-0.54741896,-0.385052939,-4.93940145,0,-5.383643807,0.260177722,-0.246793590999999,-2.207533565,-0.553957144,-0.04645581,0,-3.147580924,1.559923468,-0.078678951,3.430066999,-17.227262196,0,-0.000730644000000003,0.01327373,0.01779854,-4.333855521,-2.951913226,-6.265338735,0,-0.374051035,-9.400123444
"INF_R_2282_2T1_V1_DS1",11.604320262,3.610548353,4.390161445,1.00690461,0,14.388325553,-0.139456867,-1.229545905,2.244369049,0,-1.898490116,5.988094345,6.75650685,-4.900262624,-6.961927458,-0.368250558,-1.288757951,-0.055326488,7.203006002,-7.235646295,-1.036579839,-0.013663144,2.787015595,-5.677458685,1.44702986,0.338959062,-0.751615283,-2.989618913,-4.008136256,-1.825790593,2.065155949,7.380724956,-0.583980287,-1.373717641,-0.002368535,-0.10843724,0.165598217,-0.186096797,0,-4.417434351,-0.368805247,-3.914926015,25.590066933,-0.00993005,-1.506512469,-2.012338843,-0.19818226,-19.04195295,-1.251754432,-5.004408939,-5.261265333,-0.54741896,-0.757817509,6.032507645,0,-5.365917252,-0.275708523,7.429461174,-2.391049375,-0.553957144,-0.04645581,0,-2.703300274,-1.501474097,-0.078678951,-5.828506871,-11.587687001,0,-0.058531224,0.000868415,6.591449675,-4.369964371,-4.533108081,-6.618022385,0,0.0654446950000001,-9.231182729
"INF_R_1021_1M1_V1_DS2",33.913782732,5.922000438,30.928219915,3.12318616,0,15.485757208,-0.139456867,6.764374625,10.930316184,0,-1.659359341,7.391560265,4.04901022,5.068238096,-2.787978478,1.161388402,-2.979322121,0.723031087,16.926626252,-2.176292955,-0.599351709,0.087715961,0.83260054,-5.674033055,-0.181768525,0.428055057,-1.359705588,-2.667486623,4.256177179,-1.825790593,14.071985819,17.300475886,-0.645404907,-1.098727656,-0.002368535,5.413545015,2.988164592,-0.186096797,0,-4.417434351,-0.368805247,2.810887265,38.335095873,0.02701183,-1.506512469,-2.012338843,1.77658945,-9.857603645,13.354555698,9.985584901,-3.336109098,0.592788255,0.446800111,22.39746677,NA,-6.695179277,3.054702052,14.453685089,1.434488915,0.514160066,-0.04645581,0,-1.855024144,-1.812818752,0.872145279,3.294821774,-1.957709436,0,-0.058531224,2.214438215,10.35128565,1.971882064,-4.846437831,3.528062725,1.59159692,-0.191148925,-5.481013559
"INF_R_1613_9M1_V1_DS1",-5.784798393,-2.444985137,-4.90058045,0,0.657288775,2.834911018,-0.139456867,-0.89347812,-11.885324351,0,-1.221282891,0.996081485,-2.97470367,-4.612530929,-9.568239753,-4.444354003,-0.885989341,2.767652762,4.275481392,-3.34285466,0.224826000999999,1.416101516,0.743560275,-6.269178415,0.01251934,-0.527912728,4.954104182,-2.026441883,-0.574160981,1.732292582,2.669165354,1.802715526,2.270188138,0.812068944,-0.002368535,0.546939295,-1.028154563,-0.186096797,0.054976885,-4.394381121,-0.368805247,2.64632482,5.432341998,0.842852415,-1.506512469,0.674801012,1.73668249,-13.146508515,1.274200153,0.823856870999999,-3.709298178,-0.535641885,-0.757817509,-3.985192835,0,-7.004677547,-0.275708523,6.304284979,-2.363713215,-0.553957144,0.36165246,0,-4.026851849,-0.231541242,-0.078678951,-1.962786871,-19.254798531,0,-0.058531224,0.341400095,0,-3.186265906,0.829037529,-6.61945342,0,2.351258655,-5.272319494
"INF_R_1393_3M1_V1_DS1",13.182855872,-5.286514492,0.41376037,0,0,8.483736243,-0.139456867,-0.584444795,-12.514192916,0,-1.634627411,5.05680874,-2.215751165,-2.480009904,-9.325200823,1.668084382,1.805874929,0.472874157,10.696288252,-2.270604885,-4.553114714,-0.013663144,6.02600907,-9.767370915,0.01131079,-0.864768443,-0.829760763,1.719659467,-3.638270541,1.657625427,-1.287516346,4.659545286,-0.645404907,0.217684074,-0.002368535,-0.10843724,-1.961593748,-0.186096797,0.710520415,-4.417434351,0.665454153,2.553749805,21.034820463,0.171205945,-0.641200539,0.823873792,-0.388561085,-10.18248635,0.982221413,1.982768561,-1.114561393,-0.54741896,-0.757817509,4.146934375,0.02796797,-7.004677547,-0.275708523,9.935653639,-2.19172248,3.266939146,0.11688589,0.498749935,-2.013273094,2.257227778,-0.078678951,4.067773309,-19.254798531,0,-0.058531224,1.96331181,0.15164619,-4.381685256,-4.846437831,-9.72568794,0,0.66958808,-7.430203349
"INF_R_1313_9M1_V1_DS1",6.049085287,1.970201038,1.079315055,0,0,-1.609764602,-0.139456867,-1.77167535,-16.805203401,0,-1.898490116,2.02739892,-2.75114511,-4.571125659,-9.568239753,-5.105113363,-2.149939246,-0.055326488,-10.092555148,-7.235646295,-5.656804554,-0.013663144,-2.20190637,-6.220264855,-0.27195752,-0.527912688,-1.513581533,-2.150885258,-4.140959336,3.659107142,-1.327560416,-0.851138244,-0.645404907,-1.373717641,-0.002368535,-0.10843724,-2.667677303,-0.186096797,0.064366805,-4.417434351,-0.368805247,-0.462052255,17.786453838,-0.00993005,-1.506512469,-1.966691133,-0.43006096,-15.31331326,1.608529753,-5.756848844,-2.588416708,-0.54741896,-0.757817509,-4.590337875,0,-7.004677547,-0.275708523,-1.453513101,-0.113703395,-0.258945369,-0.04645581,0,-1.021594059,-1.719376677,-0.078678951,-5.867491101,-19.254798531,0.18629403,-0.058531224,0,0.276053715,-4.381685256,-4.846437831,-9.72568794,0,-0.629521065,-9.083894214
"INF_R_2002_1T1_V1_DS1",4.713186152,15.116791383,0.82586915,0,0,23.373073303,-0.135551702,8.87601973,3.208907149,0.36476489,0.764986104,11.659796105,-2.713476245,8.549639676,7.178040752,-1.157983943,19.422767639,-0.055326488,27.978627877,-1.76703104,15.900327201,1.136991396,18.60731367,2.13417583,8.33659365,2.873964552,22.047496652,5.127960452,4.884940089,24.042521887,6.527097634,20.730233601,-0.645404907,12.616872539,0.206404995,-0.10843724,5.300010777,0.136773928,0.03954758,-4.417434351,0.100894308,22.04033099,17.701696488,0.61150259,5.000659291,28.971276777,6.430590755,-4.09061175,5.120764998,11.244652986,-2.629523043,-0.54741896,-0.757817509,15.13853408,0,5.289737243,-0.275708523,11.666819369,-2.101283515,17.258666696,-0.04645581,2.51232004,-4.341427584,-1.058565982,8.353893429,27.234352124,11.233286614,0,-0.016321474,0.629578825,7.705722455,5.369368689,10.983734979,31.36585627,0,6.251328535,1.887312206
"INF_R_1098_1T1_V1_DS1",7.304530777,8.046014558,10.97587698,5.87777677,0,25.551961568,1.340425568,6.28092063,3.519975609,0.01666378,-1.597116521,7.7516119,4.222430195,6.104514486,4.210562062,4.684885937,20.739859064,-0.055326488,10.850942102,-5.07241764,3.789646576,-0.013663144,6.777258685,-2.7564545,0.519728955,4.072534572,4.530210347,-0.886399498,2.596142729,18.690035722,4.099109319,24.190614301,-0.644652862,3.998133629,0.03536081,-0.10843724,5.354995927,-0.186096797,0,-2.884493811,-0.368805247,7.360344045,23.666165018,0.02630026,-1.141991149,3.418589292,0.0334007450000001,-10.651724545,5.620280868,3.132366696,-4.878076418,0.93811651,-0.757817509,17.61306826,NA,-1.579527782,4.242147012,25.063421084,5.640799635,10.360783996,-0.04400166,6.565224525,2.227731286,0.859320253,1.236702959,2.845543699,0.815348809,0,0.962430181,2.187397425,4.698443385,4.493682799,-4.406364476,10.64468124,1.8602868,2.71730673,3.425519436
"INF_R_1073_1T1_V1_DS1",2.605516402,8.056134643,7.16899108,1.386292925,0,7.481884098,6.982430293,12.09672794,7.075080944,0,9.695472014,7.65000221,-1.55255242,1.753468436,1.433494217,5.037311222,-3.526573236,0.156758072,4.752097012,-3.665727245,-6.878149819,-0.013663144,-0.874380475,-9.94381983,-0.266691055,0.180479177,-1.513581533,-3.160236138,7.474666569,-1.123808568,3.164104569,2.249422636,-0.645404907,-1.373717641,-0.002368535,-0.10843724,3.444383922,-0.186096797,0,-3.591183841,-0.368805247,-3.59931815,7.687787943,0.593564,-1.506512469,-2.012338843,-0.43006096,-10.24937416,7.909752588,5.921652041,-5.261265333,-0.54741896,-0.757817509,-0.853463555,NA,2.080664468,9.837740667,9.173025779,7.994542525,-0.553957144,-0.04645581,0.07179933,8.967682336,-0.733918102,0.079243554,-4.913994756,0.621094194000001,0,4.498535426,2.41709305,0,0.667561139,-4.442565356,11.59671374,5.532476815,-0.629521065,-4.157162334
"INF_R_1123_0T1_V1_DS1",1.107424787,6.710447463,0.93025608,0.251686155,0.096372695,-1.609764602,2.334110573,1.611759865,0.384941154,0,1.234947929,7.656049435,2.5533837,3.560897481,-2.464122483,2.505694952,-2.390009896,3.410677572,8.662817107,-7.235646295,-3.071347059,-0.013663144,-2.317413615,-5.87644145,-0.199068115,1.002629022,-1.513581533,1.731856797,-2.183687981,0.894887837,8.428767974,-1.120191569,0.966336633,-1.364822936,-0.002368535,-0.10843724,3.396519077,-0.186096797,2.55587929,-4.417434351,-0.368805247,0.189512285,7.492544988,0.289039215,-1.317799019,1.496256147,-0.21166741,-14.875793375,0.736498623,1.829630996,-5.095148243,-0.54741896,-0.757817509,6.02048157,NA,-5.988710202,6.210110017,5.739453309,7.4495953,3.406485956,-0.04645581,0.43466462,-0.120722064,-1.470122412,0.906016224,-2.167659871,-9.946406296,0,0.004084886,0.56882845,0,-2.101085221,-4.810503846,-9.72568794,2.040733265,-0.629521065,-2.697257654
"INF_R_1522_1M1_V1_DS1",-1.470657753,1.186474973,0.349941625,0,0,5.045612978,0.358696658,4.67927795,-1.142287611,0,0.943187834,6.2333675,-2.98805343,3.635663321,-3.750780723,1.570200327,2.605198309,1.490467652,13.476602712,-5.848495745,1.594768641,-0.013663144,-0.339233935,1.57124813,-0.137615695,1.607182707,-1.513581533,-3.592694138,0.535848279000001,-1.009124643,6.588915404,-0.129515824,-0.630035787,-1.373717641,-0.002368535,-0.10843724,-2.674007173,-0.186096797,0,-4.145047451,-0.368805247,-3.45545297,11.862862873,-0.00993005,-1.506512469,-2.012338843,-0.282753585,-5.533355725,-1.145038657,-5.135796664,-5.261265333,-0.54741896,-0.481749014,0.530602754999999,0,0.0248151779999999,0.471221817,0.985688964000001,-2.40494438,-0.553957144,-0.04645581,0,3.216276581,1.591314593,3.884311619,-5.215108116,-11.290716446,0,-0.058531224,0,0.20745404,-1.137996116,-2.269278741,-3.61324335,0.067419525,3.23609722,-1.862239109
"INF_R_1899_0T1_V1_DS1",-5.220062138,0.623174628000001,-4.242146425,2.83251481,0,-1.519113302,-0.139456867,0.613857205,-3.708495256,0,-1.898490116,1.56464552,5.20586842,-3.915931804,-3.860591908,-3.556456688,-3.526573236,-0.042313163,1.297193862,-7.22297506,-3.014029999,-0.013663144,0.42605695,-5.403881765,0.70517248,2.554285982,-1.513581533,-1.354907648,-0.378396621,-1.825790593,0.195782544,-1.973985349,-0.645404907,-1.373717641,0.038884545,-0.10843724,-2.400654068,-0.186096797,0.02530877,-4.417434351,-0.368805247,-3.764913705,-0.295560467,4.371400395,-1.506512469,-2.012338843,1.42210079,-11.650370615,-1.603858587,1.896213351,-2.308513843,-0.53947572,-0.757817509,-1.32639842,0,-3.088301327,-0.116108303,3.887074799,-2.265804505,-0.553957144,-0.04645581,0,2.225558411,3.524759973,-0.078678951,-1.085157266,-13.430709891,0,4.834915196,0.004055635,0,-2.483023481,-4.846437831,2.60967697,0,-0.629521065,-2.456147454
"INF_R_1952_0T1_V1_DS1",-6.785207958,-1.132570237,-4.90058045,0,0,0.873223643,-0.139456867,-1.76475718,0.961150444000001,0,-1.898490116,1.12807807,-2.97492962,-5.166505634,-4.914514938,0.114239167000001,1.640449499,3.003646742,8.549416977,-6.89902378,0.189255446,-0.013663144,2.313287655,-4.9622441,-0.054722375,0.507219967,-1.513581533,-0.680211868,-4.098629821,-1.529956848,-0.314348251,1.217201441,-0.0372801819999999,-1.371705546,-0.002368535,-0.10843724,-2.653413223,-0.186096797,0,-4.417434351,-0.368805247,-2.54051396,1.233821958,2.55215083,-1.506512469,-1.917314468,0.28496344,-11.98917644,-1.603858587,-3.226674779,-0.146867728,-0.54741896,-0.757817509,6.873446105,0,-5.571047962,-0.275708523,4.441208184,-2.40494438,-0.553957144,-0.04645581,0,-1.363101844,0.145739893,-0.078678951,-1.666110626,-14.346726541,0,-0.058531224,0.198705745,0,-2.872328236,-4.846437831,-4.708028755,0,-0.629521065,-3.997528604
"INF_R_1884_2T1_V1_DS1",18.304646152,9.097387173,3.99308548,8.143118895,9.083662645,-1.609764602,8.831467208,6.648183145,8.430514024,5.80394351,13.969020954,11.45718014,4.17884526,16.121773706,-9.568239753,-6.958094648,14.824757854,5.932976212,-4.997510948,-3.40564081,9.666620811,7.916071416,7.302523705,7.470349585,5.885416665,9.484061862,9.995489577,-3.290618368,3.969652734,16.115649997,1.171541244,20.695870296,-0.176694967,7.240263939,4.795292835,-0.10843724,-2.465722483,-0.186096797,0,-2.834722236,0.670113758,16.739359525,33.237929958,12.52958105,-0.999077019,4.850694972,8.786683625,9.142475525,9.239814078,-5.987018329,-3.642079893,-0.54741896,1.295562926,-4.28636838,9.89499417,1.202131288,-0.275708523,4.427037729,-1.892757435,-0.553957144,2.51562657,1.427319215,4.634526511,28.984860868,17.069738304,21.316723474,-18.031306871,0.15463187,9.950892966,0.69541902,9.639770975,28.232324769,0.203600279,-1.152720115,24.584709615,-0.15468984,-9.617878579
"INF_R_2222_9T1_V1_DS1",7.265124887,6.264752073,0.15318327,4.459223715,0,8.543523078,-0.139456867,3.377626065,-5.850750721,0,-1.898490116,5.43379859,4.228977945,4.511428166,-4.458004533,-0.594213533,-3.526573236,-0.055326488,3.518529182,-7.235646295,0.0430935159999999,-0.013663144,1.251508835,-4.20121889,0.04046915,3.576916617,-1.513581533,-3.592694138,-2.353171821,-1.438015738,-1.280412121,2.527508786,-0.645404907,-1.373717641,0.73387543,-0.10843724,1.355323362,-0.186096797,0,-3.007867786,-0.368805247,-3.914926015,19.041917073,-0.00993005,-1.506512469,-0.0199828980000003,-0.43006096,-13.442554275,-1.603858587,2.760513806,-5.261265333,-0.54741896,-0.757817509,10.01105973,0,-2.649898102,-0.275708523,-6.136806166,-2.40494438,-0.553957144,-0.04645581,0,-3.819329939,-1.734956902,-0.078678951,-0.347213581,-3.861634351,0,-0.057432694,0,0.52833931,-3.211181021,-2.167672956,-2.946128975,0,-0.629521065,-6.406826824
"INF_R_1947_1T2_V1_DS1",12.608535037,5.439105808,-4.68232743,0,0,-1.207042237,-0.139456867,0.23628313,4.168682859,0,-1.898490116,11.147567565,-0.795371265,1.080289931,-9.564655898,1.352383942,0.442807374,-0.040151883,6.616083632,-5.3659903,-0.0601288540000002,0.418355316,-1.8336672,2.43762104,-0.27195752,0.199138207,-1.513581533,-3.592694138,-4.140959336,-1.825790593,1.303852084,-1.972244824,-0.645404907,-1.278998011,-0.002368535,-0.10843724,-2.155760063,-0.168713747,0,-4.417434351,-0.368805247,-2.972605245,35.713405933,2.89878307,-1.506512469,15.427275722,3.609612295,1.28907461,-1.603858587,-5.935474804,-5.261265333,3.68604987,-0.757817509,4.664227935,0,-5.779980172,-0.275708523,9.866034809,-2.40494438,-0.553957144,-0.04645581,0,-2.288450899,6.344335218,-0.078678951,6.100144434,-19.254798531,0,-0.058531224,0.127293825,13.323640045,3.913715544,12.589932154,19.286917555,0,8.36155879,2.347508946
"INF_R_2266_2M1_V1_DS1",5.354125642,5.802373618,-1.548390075,0,0,20.698316068,-0.139456867,0.257843695,0.623451473999999,0,-1.898490116,6.66055443,2.803342545,-0.209700194,-9.568239753,2.052525587,-1.088878806,0.135478467,12.462871237,-6.97501337,7.265669756,0.216375721,9.850639,-3.54721499,0.9947551,2.698149667,17.303372732,-0.414628463,-4.097962256,9.611720867,2.078828429,19.124735106,-0.645404907,11.344594749,0.015476735,-0.10843724,-2.627788953,-0.186096797,0,-4.417434351,-0.368805247,14.901628605,14.539819828,0.676514345,2.501038421,0.547896727,3.48215307,-5.78533797,-1.603858587,-2.930841454,-3.041727368,-0.104851835,-0.757817509,12.812203615,0.000557655,-6.541411522,-0.275708523,3.607843064,-2.40494438,11.195627616,-0.04645581,0.132139395,-1.826500249,3.414590968,0.258893794,21.655778419,-18.926878606,0,-0.058531224,0.30429422,0.195424275,-3.138543856,-1.122137021,-0.82631093,0,1.14412613,-2.646945829
"INF_R_860_6M1_V1_DS1",-7.708342778,6.587508043,-4.90058045,0,0,2.725901693,-0.139456867,1.73186851,0.951092943999999,0,-1.898490116,1.228862575,-1.50028105,3.845024301,-9.361210068,1.978140792,-3.526573236,1.170500717,0.977601272000001,-7.235646295,-2.433932939,-0.013663144,-0.4162236,-9.59329984,-0.080723025,-1.214044333,-1.513581533,-3.592694138,-4.018777126,-1.562390883,1.358528689,3.023103001,-0.405042807,-1.286876441,-0.002368535,1.621378375,-2.674007173,-0.186096797,0.0074218,-3.943312901,-0.368805247,-1.002833295,-0.110635192,0.701396135,-1.506512469,-1.923850478,-0.0555150749999999,-13.51094334,1.887359768,1.151300216,-5.250312968,-0.54741896,0.265577671,-6.073682005,NA,-7.004677547,-0.275708523,7.017225144,3.41748497,-0.077519299,-0.04645581,0,-4.367284669,3.485398828,-0.078678951,-2.836000266,-14.840972111,0,-0.058531224,0.08502415,0,-1.057351036,-4.846437831,-9.62902377,0.14864619,-0.629521065,-9.698585324
"INF_R_1964_3T1_V1_DS1",-4.283915303,4.691529353,-3.97262415,0,0.148517715,5.556339203,-0.139456867,-1.390580125,-0.266584125999998,0,-1.898490116,5.98003886,-1.70240334,-2.127917114,-8.645637568,1.274371397,1.858854609,1.035575162,8.685616432,-6.22358694,-1.501469004,0.836210381,2.1816735,-2.84772242,0.491394215,1.418041457,-1.513581533,2.106783662,-3.750917186,-0.350248833,2.175577744,-1.208198214,0.528292888,-1.373717641,0.45432357,-0.10843724,-2.674007173,-0.186096797,0,-4.417434351,-0.368805247,-3.247616265,5.702263158,4.740210375,-1.506512469,-2.012338843,-0.0195556649999999,-11.057628115,-0.917691527,2.163938781,2.270891472,-0.54741896,-0.757817509,2.81533296,0,-0.838299422,-0.275708523,7.683526799,-2.37262246,-0.553957144,-0.04645581,0,4.103503716,-1.110064437,-0.078678951,0.634528809,-10.006665621,0,-0.037516484,1.738979055,0,-2.876950376,-3.287213351,-2.923946805,0.00041788,2.573235055,-5.238005044
"INF_R_359_3M1_V1_DS1",13.198994227,0.818810528,-1.59649082,0.17202386,0,28.023380143,-0.139456867,4.800410765,1.893478704,0,-1.898490116,9.616028625,6.176976145,12.265462426,-8.459892388,2.391401767,10.039234964,2.216622587,13.976958552,0.265656465,9.086373251,0.000380531000000002,13.709585065,-4.19261228,3.842889535,3.732980762,19.851470447,3.049333942,-3.911233371,12.977806632,-1.327560416,22.313652931,-0.324715282,11.428006899,1.247888415,-0.10843724,0.0481847620000004,-0.186096797,0.01033577,-2.729894171,-0.368805247,18.519089375,28.562764398,3.8385604,8.289160886,17.869562487,6.90832486,-11.22057062,0.722261798,6.066026181,-0.924496358,1.758476365,-0.757817509,14.6556774,0,-6.922460162,-0.275708523,7.675965764,-2.248763255,23.249578196,-0.04645581,2.85797084,0.544731376,-0.685610497,0.666209649,18.525336454,-18.733218656,0,0.368968296,0.342520565,0.152650215,4.904964699,9.068745504,17.64871181,0,5.736922095,-9.577394519
"INF_R_2146_9T1_V1_DS1",-2.493213068,2.800797423,-4.90058045,0,0,-1.407482797,-0.139456867,-0.76130259,-19.762474786,0,-1.494705531,-0.21160693,-2.501677785,-5.326686114,-7.569157298,-6.784578928,-3.526573236,-0.055326488,-9.569667978,-7.235646295,-7.630812199,-0.013663144,-2.96017695,-10.48528549,-0.27195752,1.355646012,-1.513581533,-3.592694138,-3.197385751,-1.825790593,-1.054585726,-1.582456489,-0.645404907,-1.373717641,-0.002368535,-0.10843724,-2.674007173,-0.186096797,0.734736435,-4.415054291,-0.368805247,-3.914926015,8.554297203,-0.00993005,-1.506419844,-2.012338843,-0.38392314,-21.226168815,-1.603858587,-3.336669219,-4.815287068,-0.54741896,-0.757817509,-7.95854269,0,-6.872140717,-0.275708523,-6.008711221,-2.40494438,-0.553957144,-0.04645581,0,-4.367284669,-1.130787312,-0.078678951,-6.226809721,-15.774626656,0,-0.043000574,0,0,-4.187687696,-4.451863576,-8.747381895,0,-0.629521065,-10.053590484
"INF_R_2307_0T1_V1_DS1",-4.104924368,2.007993313,-3.235821025,0.10800864,0,-1.507556542,-0.139456867,-1.619090955,0.630786944,0,-1.898490116,1.96843447,1.320422635,1.606172886,-6.880078238,-7.011671683,-3.526573236,-0.055326488,-1.111593503,-7.235646295,-6.009499564,-0.013663144,1.440381775,-5.796764995,-0.27195752,0.420326397,-1.513581533,-2.451686418,-3.772763271,-1.327869803,-1.325642026,-1.973985349,-0.564845067,-0.563818501,-0.002368535,-0.10843724,-2.674007173,-0.186096797,0,-4.417434351,-0.368805247,-3.82105103,7.403721208,2.660238555,-1.506512469,-2.012338843,0.187676355,-14.405339895,-1.603858587,0.306011870999999,-5.261265333,-0.54741896,-0.757817509,-2.00166405,0,-6.677067282,-0.275708523,7.483876799,-2.373612935,-0.553957144,-0.04645581,0,-4.367284669,4.398516348,-0.078635276,-1.611581921,-10.250734801,0,-0.058531224,0.24840454,0.00023447,-4.381685256,-4.520772611,-5.67118481,0.465648675,-0.629521065,-5.408510284
"INF_R_1536_1M2_V1_DS1",-7.708342778,2.739520978,-4.90058045,0,0,-1.073736967,-0.110162592,-1.594983435,2.275590839,0,-1.898490116,-0.34598155,-2.56649944,-4.505508554,-9.568239753,-5.851214078,-1.271146691,-0.055326488,4.465652182,-7.22662163,0.694340105999999,2.542847451,-2.12280179,-2.421589415,-0.09862911,-1.027754568,-1.513581533,0.483235322,-3.323661491,0.167021882,-0.0939541809999997,-1.973985349,-0.645404907,0.289191734,0.02080389,-0.10843724,-2.674007173,-0.167401282,0.66998414,-4.417434351,-0.368805247,-0.33681206,4.390303798,0.98505784,-0.155762384,-2.012338843,-0.43006096,-12.93692639,-0.228316907,-1.191219859,-3.247162113,-0.476051135,-0.757817509,0.761496429999998,0,-6.610866727,-0.275708523,6.648084579,-2.40494438,-0.553957144,-0.04645581,0,-4.367284669,1.194842808,-0.078678951,-2.913809106,-19.254798531,0,-0.058531224,0,0,-2.601168466,-4.846437831,-9.62879178,0,-0.629521065,-5.706206454
"INF_R_1942_1M1_V1_DS1",-7.708342778,7.980093308,-2.93523814,1.36659524,0,4.498372843,0.000713238000000005,1.146199165,4.502303884,0,0.695568454,-2.58348869,6.97958052,0.728028051,-3.649883138,2.226775572,4.788749204,-0.014918178,19.737342082,-6.445309315,-1.595916194,2.360573311,6.135598165,-0.0886093500000005,-0.11494307,0.155191787,-1.513581533,5.202756957,5.125220949,-0.465576193,5.172712754,1.063750096,2.063189168,2.939662749,0.465633935,-0.10843724,1.607148207,-0.186096797,0,-3.634950376,-0.368805247,2.764022645,7.554032373,7.133606025,0.437612201,-0.0205115580000002,3.226678645,-2.271475175,1.124730368,-2.961114509,0.905406167,0.748972925,-0.0756774140000001,7.373827125,4.431135045,-4.912069437,0.057186922,10.553283124,1.47688615,1.906814801,0.036681025,0,3.293325456,-1.414961702,-0.078678951,10.725288524,-13.747278786,0,-0.058531224,0.26510896,0,-4.057987456,-3.339900931,2.43634012,0,-0.134991835,0.553476281
"INF_R_1108_1T1_V1_DS1",4.282126552,-0.284608637,-1.382786625,0,0,1.078324858,-0.139456867,1.67204383,-15.002059771,0,-1.898490116,3.444782845,2.03088503,-4.686959084,-9.092851358,3.445275722,-0.831044781,-0.055326488,4.456754332,-6.414833715,-1.708467714,-0.013663144,0.138925685,-4.59415373,2.099530395,0.181862342,-1.513581533,-2.745145253,-2.760756956,-1.825790593,-0.0300703459999998,-1.973985349,1.500870883,-1.319551566,-0.002368535,-0.10843724,-1.794651978,-0.186096797,0,-4.400241436,-0.368805247,0.51929128,14.204088923,-0.00993005,-1.506512469,-2.012338843,0.03552783,-9.13934181,-0.352824347,1.159947006,-5.261265333,-0.51732572,-0.757817509,-1.497636875,0,-6.343483722,-0.275708523,-2.081336166,-2.40494438,-0.553957144,-0.04645581,0,-4.367284669,-1.812818752,-0.078678951,4.853906169,-12.516448386,0,-0.058531224,0.03386584,0,-4.381685256,-4.846437831,-7.168798255,0,-0.61814972,-8.258842544
